UniProtKB,Gene_symbol,Endogenous_interactions_with_virus_targets,Endogenous_interactions_with_virus_targets(No.),Endogenous_interactions_with_spike_targets(Frequency),Endogenous_interactions_with_envelope_targets(Frequency),Endogenous_interactions_with_membrane_targets(Frequency),Endogenous_interactions_with_nucleocapsid_targets(Frequency),Endogenous_interactions_with_orf3a_targets(Frequency),Endogenous_interactions_with_orf6_targets(Frequency),Endogenous_interactions_with_orf7a_targets(Frequency),Endogenous_interactions_with_orf8_targets(Frequency),Endogenous_interactions_with_orf10_targets(Frequency),Endogenous_interactions_with_NSP1_targets(Frequency),Endogenous_interactions_with_NSP2_targets(Frequency),Endogenous_interactions_with_NSP3_targets(Frequency),Endogenous_interactions_with_NSP4_targets(Frequency),Endogenous_interactions_with_NSP5_targets(Frequency),Endogenous_interactions_with_NSP6_targets(Frequency),Endogenous_interactions_with_NSP7_targets(Frequency),Endogenous_interactions_with_NSP8_targets(Frequency),Endogenous_interactions_with_NSP9_targets(Frequency),Endogenous_interactions_with_NSP10_targets(Frequency),Endogenous_interactions_with_NSP11_targets(Frequency),Endogenous_interactions_with_NSP12_targets(Frequency),Endogenous_interactions_with_NSP13_targets(Frequency),Endogenous_interactions_with_NSP14_targets(Frequency),Endogenous_interactions_with_NSP15_targets(Frequency),Endogenous_interactions_with_NSP16_targets(Frequency)
Q9UBX3,SLC25A10,M:AAR2;N:MOV10;orf8:FOXRED2;,3,0,0,0.033,0.067,0,0,0,0.021,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q9Y316,MEMO1,M:AAR2;N:UPF1;orf8:LOX;,3,0,0,0.033,0.067,0,0,0,0.021,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
O43819,SCO2,M:TUBGCP3;M:TUBGCP2;orf8:CISD3;,3,0,0,0.067,0,0,0,0,0.021,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q15392,DHCR24,M:REEP5;M:AAR2;orf8:CISD3;,3,0,0,0.067,0,0,0,0,0.021,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q96E52,OMA1,M:BZW2;M:FAM8A1;orf8:SIL1;,3,0,0,0.067,0,0,0,0,0.021,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q9UFC0,LRWD1,M:TUBGCP2;M:TUBGCP3;orf8:GGH;,3,0,0,0.067,0,0,0,0,0.021,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q86VU5,COMTD1,M:SAAL1;orf6:NUP98;orf7a:HEATR3;,3,0,0,0.033,0,0,0.333,0.5,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q15527,SURF2,N:LARP1;N:PABPC4;orf7a:HEATR3;,3,0,0,0,0.133,0,0,0.5,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q16790,CA9,M:SAAL1;N:G3BP2;orf7a:HEATR3;,3,0,0,0.033,0.067,0,0,0.5,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
P06028,GYPB,M:TUBGCP3;M:BZW2;orf7a:HEATR3;,3,0,0,0.067,0,0,0,0.5,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q86XK7,VSIG1,M:INTS4;M:RTN4;orf7a:MDN1;,3,0,0,0.067,0,0,0,0.5,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
O14787,TNPO2,N:MOV10;N:G3BP1;orf6:NUP98;,3,0,0,0,0.133,0,0.333,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
O15234,CASC3,N:UPF1;N:SNIP1;orf6:NUP98;,3,0,0,0,0.133,0,0.333,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
P23588,EIF4B,N:G3BP1;N:PABPC1;orf6:NUP98;,3,0,0,0,0.133,0,0.333,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q8WUM4,PDCD6IP,M:AAR2;N:G3BP1;orf6:NUP98;,3,0,0,0.033,0.067,0,0.333,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q9UJX5,ANAPC4,M:PSMD8;M:ANO6;orf6:NUP98;,3,0,0,0.067,0,0,0.333,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
P46663,BDKRB1,E:SLC44A2;M:RTN4;orf6:RAE1;,3,0,0.167,0.033,0,0,0.333,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
O94817,ATG12,N:MOV10;N:RPL36;orf3a:SUN2;,3,0,0,0,0.133,0.125,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
O15162,PLSCR1,M:REEP5;M:FAM8A1;orf3a:CLCC1;,3,0,0,0.067,0,0.125,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q92838,EDA,E:AP3B1;E:CWC27;orf3a:ALG5;,3,0,0.333,0,0,0.125,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
P07199,CENPB,N:CSNK2B;N:MOV10;N:G3BP1;,3,0,0,0,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
P12644,BMP4,N:RPL36;N:PABPC1;N:UPF1;,3,0,0,0,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q14562,DHX8,N:RBM28;N:MOV10;N:SNIP1;,3,0,0,0,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q14694,USP10,N:G3BP1;N:G3BP2;N:PABPC1;,3,0,0,0,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q6P2E9,EDC4,N:MOV10;N:UPF1;N:G3BP1;,3,0,0,0,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q9BV38,WDR18,N:CSNK2A2;N:CSNK2B;N:MOV10;,3,0,0,0,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q9C0C6,CIPC,N:MOV10;N:LARP1;N:CSNK2B;,3,0,0,0,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q9UBS0,RPS6KB2,N:MOV10;N:G3BP1;N:CSNK2B;,3,0,0,0,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q9UGR2,ZC3H7B,N:MOV10;N:DDX21;N:G3BP1;,3,0,0,0,0.2,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q9NYL9,TMOD3,M:ATP6V1A;N:G3BP1;N:PABPC1;,3,0,0,0.033,0.133,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
O60508,CDC40,E:ZC3H18;N:MOV10;N:SNIP1;,3,0,0.167,0,0.133,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
P30414,NKTR,E:ZC3H18;N:CSNK2A2;N:SNIP1;,3,0,0.167,0,0.133,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q6PJT7,ZC3H14,E:ZC3H18;N:G3BP1;N:SNIP1;,3,0,0.167,0,0.133,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q93074,MED12,E:BRD4;N:DDX21;N:G3BP2;,3,0,0.167,0,0.133,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q9UKM9,RALY,E:ZC3H18;N:MOV10;N:SNIP1;,3,0,0.167,0,0.133,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q9ULR0,ISY1,E:ZC3H18;N:MOV10;N:SNIP1;,3,0,0.167,0,0.133,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
O15126,SCAMP1,M:REEP5;M:RTN4;N:MOV10;,3,0,0,0.067,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
O75807,PPP1R15A,M:AKAP8L;M:TARS2;N:CSNK2A2;,3,0,0,0.067,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
O94919,ENDOD1,M:STOM;M:BZW2;N:MOV10;,3,0,0,0.067,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
P31930,UQCRC1,M:STOM;M:RTN4;N:MOV10;,3,0,0,0.067,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
P55060,CSE1L,M:STOM;M:AAR2;N:G3BP1;,3,0,0,0.067,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q15125,EBP,M:REEP5;M:STOM;N:MOV10;,3,0,0,0.067,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q86VR2,RETREG3,M:REEP5;M:RTN4;N:MOV10;,3,0,0,0.067,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
O75494,SRSF10,E:ZC3H18;M:TUBGCP2;N:SNIP1;,3,0,0.167,0.033,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
P37802,TAGLN2,E:BRD2;M:AAR2;N:MOV10;,3,0,0.167,0.033,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
P67870,CSNK2B,E:BRD2;M:AAR2;N:CSNK2A2;,3,0,0.167,0.033,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
P11308,ERG,E:BRD2;E:BRD4;N:DDX21;,3,0,0.333,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
P25090,FPR2,M:REEP6;M:RTN4;M:REEP5;,3,0,0,0.1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
P26440,IVD,M:ETFA;M:PMPCA;M:PMPCB;,3,0,0,0.1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q53S33,BOLA3,M:PITRM1;M:PMPCA;M:PMPCB;,3,0,0,0.1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q5VUM1,SDHAF4,M:PITRM1;M:PMPCA;M:SLC30A9;,3,0,0,0.1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q96D53,COQ8B,M:PMPCA;M:PMPCB;M:PITRM1;,3,0,0,0.1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
Q9Y277,VDAC3,M:STOM;M:FAM8A1;M:AAR2;,3,0,0,0.1,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A
O15049,N4BP3,nsp15:RNF41;nsp13:CEP43;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.025,0,0.333,N/A
O75689,ADAP1,nsp13:GOLGA2;nsp15:ARF6;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.025,0,0.333,N/A
P36406,TRIM23,nsp13:TBK1;nsp15:ARF6;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.025,0,0.333,N/A
P61086,UBE2K,nsp13:MIPOL1;nsp15:RNF41;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.025,0,0.333,N/A
O94964,SOGA1,nsp12:PLEKHA5;nsp15:RNF41;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0.05,0,0,0.333,N/A
O43747,AP1G1,nsp10:AP2M1;nsp15:ARF6;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0.2,N/A,0,0,0,0.333,N/A
P00505,GOT2,nsp15:ARF6;nsp8:MEPCE;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0.333,N/A
P04179,SOD2,nsp15:ARF6;nsp8:SRP72;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0.333,N/A
P35125,USP6,nsp15:ARF6;nsp8:EXOSC8;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0.333,N/A
P49366,DHPS,nsp15:ARF6;nsp8:EXOSC2;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0.333,N/A
Q00341,HDLBP,nsp15:ARF6;nsp8:NSD2;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0.333,N/A
Q13325,IFIT5,nsp15:RNF41;nsp8:LARP7;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0,0.333,N/A
Q99614,TTC1,nsp15:RNF41;nsp7:QSOX2;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0,0.333,N/A
P50148,GNAQ,nsp15:ARF6;orf10:PPT1;,2,0,0,0,0,0,0,0,0,0.111,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
Q15019,SEPTIN2,nsp15:ARF6;orf8:PLEKHF2;,2,0,0,0,0,0,0,0,0.021,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
Q96EU7,C1GALT1C1,nsp15:RNF41;orf8:TOR1A;,2,0,0,0,0,0,0,0,0.021,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
Q14207,NPAT,nsp15:RNF41;orf3a:VPS39;,2,0,0,0,0,0.125,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
Q8N448,LNX2,nsp15:RNF41;orf3a:VPS11;,2,0,0,0,0,0.125,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
Q9BZR9,TRIM8,nsp15:RNF41;orf3a:VPS11;,2,0,0,0,0,0.125,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
P06213,INSR,N:LARP1;nsp15:ARF6;,2,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
P48357,LEPR,N:CSNK2B;nsp15:RNF41;,2,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
P53365,ARFIP2,N:MOV10;nsp15:ARF6;,2,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
P67812,SEC11A,N:CSNK2B;nsp15:ARF6;,2,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
Q66PJ3,ARL6IP4,N:CSNK2A2;nsp15:RNF41;,2,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
Q7LBC6,KDM3B,N:MOV10;nsp15:RNF41;,2,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
Q7RTS1,BHLHA15,N:LARP1;nsp15:RNF41;,2,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
Q9Y4B5,MTCL1,N:MOV10;nsp15:RNF41;,2,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
O43292,GPAA1,M:STOM;nsp15:ARF6;,2,0,0,0.033,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
P48507,GCLM,M:AAR2;nsp15:ARF6;,2,0,0,0.033,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
Q15116,PDCD1,M:INTS4;nsp15:ARF6;,2,0,0,0.033,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
Q969V3,NCLN,M:AAR2;nsp15:ARF6;,2,0,0,0.033,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
Q8TAA9,VANGL1,E:ZC3H18;nsp15:RNF41;,2,0,0.167,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0.333,N/A
Q96N21,TEPSIN,nsp14:IMPDH2;nsp14:IMPDH2;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0.667,0,N/A
P15586,GNS,nsp14:GLA;nsp13:CEP43;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.025,0.333,0,N/A
P53779,MAPK10,nsp13:RDX;nsp14:IMPDH2;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.025,0.333,0,N/A
Q9NZL9,MAT2B,nsp14:GLA;nsp9:EIF4H;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0.062,0,N/A,0,0,0.333,0,N/A
P08473,MME,nsp14:IMPDH2;nsp8:MRPS25;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0.333,0,N/A
Q01804,OTUD4,nsp14:GLA;nsp8:EXOSC8;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0.042,0,0,N/A,0,0,0.333,0,N/A
Q9NWA0,MED9,nsp14:IMPDH2;nsp7:GNB1;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0.031,0,0,0,N/A,0,0,0.333,0,N/A
P49419,ALDH7A1,nsp14:GLA;orf8:ERP44;,2,0,0,0,0,0,0,0,0.021,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0.333,0,N/A
Q9NRR5,UBQLN4,nsp14:IMPDH2;orf8:FKBP7;,2,0,0,0,0,0,0,0,0.021,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0.333,0,N/A
O15488,GYG2,nsp14:SIRT5;orf6:RAE1;,2,0,0,0,0,0,0.333,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0.333,0,N/A
O75815,BCAR3,N:PABPC1;nsp14:IMPDH2;,2,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0.333,0,N/A
P32456,GBP2,N:CSNK2B;nsp14:GLA;,2,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0.333,0,N/A
Q96KP4,CNDP2,N:MOV10;nsp14:GLA;,2,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0.333,0,N/A
Q9ULM6,CNOT6,N:PABPC1;nsp14:GLA;,2,0,0,0,0.067,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0.333,0,N/A
A5D8V6,VPS37C,nsp13:TLE5;nsp13:GOLGA2;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
A8K8V0,ZNF785,nsp13:HOOK1;nsp13:PDE4DIP;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
O00506,STK25,nsp13:GORASP1;nsp13:GOLGA2;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
O14745,SLC9A3R1,nsp13:PRKACA;nsp13:RDX;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
O15287,FANCG,nsp13:TLE5;nsp13:GOLGA2;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
O43572,AKAP10,nsp13:PRKAR2B;nsp13:PRKAR2A;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
O43852,CALU,nsp13:PRKACA;nsp13:CEP250;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
O60437,PPL,nsp13:PDE4DIP;nsp13:FYCO1;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
O75360,PROP1,nsp13:TLE5;nsp13:TLE1;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
O75791,GRAP2,nsp13:GOLGA2;nsp13:TLE5;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
O76041,NEBL,nsp13:GOLGA2;nsp13:MIPOL1;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
O94972,TRIM37,nsp13:CDK5RAP2;nsp13:CEP250;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
O95475,SIX6,nsp13:TLE5;nsp13:TLE1;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
O95801,TTC4,nsp13:GCC2;nsp13:TBK1;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
P11161,EGR2,nsp13:GOLGA2;nsp13:PDE4DIP;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
P13637,ATP1A3,nsp13:GCC2;nsp13:CEP68;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
P25800,LMO1,nsp13:TLE5;nsp13:GOLGA2;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
P26367,PAX6,nsp13:FYCO1;nsp13:PCNT;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
P31323,PRKAR2B,nsp13:PRKACA;nsp13:PRKAR2A;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
P47895,ALDH1A3,nsp13:PDE4DIP;nsp13:GORASP1;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
P51955,NEK2,nsp13:CEP250;nsp13:PDE4DIP;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q04725,TLE2,nsp13:TLE1;nsp13:TLE3;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q05D60,DEUP1,nsp13:GOLGA2;nsp13:GOLGA3;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q08499,PDE4D,nsp13:PRKACA;nsp13:PDE4DIP;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q14012,CAMK1,nsp13:PRKACA;nsp13:PRKAR2A;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q14314,FGL2,nsp13:PCNT;nsp13:CDK5RAP2;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q14764,MVP,nsp13:TLE5;nsp13:GOLGA2;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q15274,QPRT,nsp13:TLE3;nsp13:TLE1;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q15475,SIX1,nsp13:TLE1;nsp13:TLE5;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q15561,TEAD4,nsp13:GOLGA2;nsp13:PDE4DIP;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q15642,TRIP10,nsp13:PRKACA;nsp13:AKAP9;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q15742,NAB2,nsp13:TLE5;nsp13:GCC1;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q17RB8,LONRF1,nsp13:GORASP1;nsp13:GOLGA2;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q567U6,CCDC93,nsp13:GOLGB1;nsp13:GRIPAP1;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q5JQC9,AKAP4,nsp13:PRKAR2B;nsp13:PRKAR2A;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q5T9S5,CCDC18,nsp13:CEP135;nsp13:CEP43;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q5TAP6,UTP14C,nsp13:GOLGA2;nsp13:PDE4DIP;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q66GS9,CEP135,nsp13:GOLGB1;nsp13:CEP43;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q6EMB2,TTLL5,nsp13:CEP135;nsp13:CEP43;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
Q6UVJ0,SASS6,nsp13:FYCO1;nsp13:CEP135;,2,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0.05,0,0,N/A
